title,release_date,artists,album,popularity,genres,duration,explicit,track_id,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,lyrics
Phone,2018-07-04,Duwap Kaine,Underdog,40,"dark plugg, pluggnb, underground hip hop, vapor trap",147278,True,1TVP4fvGzbUk4BCBoOFlaA,['5fBcVfTWenqUDOYR5SjzEQ'],0.282,0.0734,140.043,0.283,0.00394,0.00113,4,0.638,6,-15.079,0.183,0,"Phone Lyrics[Intro]
(Ayy, Nine9 really kickin' shit, you heard?)
(Nine9 made it)
(Uh, uh, need the guap, yeah, guap)

[Verse]
Want the guap, want it very bad
Where I come from that shit very bad
And I swear if I could I would marry cash
Watch me ride down the hood, watch me do the dash
I'm serving Js by the Rite Aid
Niggas cap about everything
On the block, I don't need a flame
I was serving niggas like Burger King
I don't fuck with niggas, all these niggas the same
In a foreign car but I stay in my lane
Icebox when you look at my ring
Hold my persona down, ain't shit gone change
All of these niggas hate, but they hate from a range
I'm in a beamer truck, bitch I can't do the Range
VS1's but I need a new chain
Smoking gas so I need a new brain
High as hell, I ain't flying no plane
Bustin' juugs, I ain't playing no games
Shaking my hair, feel like Lil Wayne
I'm a weed head, need my own strain
Need my own strain, nigga, for the pain
Smoking two blunts, Duwap Max Payne
I'm smoking this dope, you sipping champagne
Bitch, my name Kaine, now you know the name
Niggas scared, I'ma hop in the game
Hopped in the rap game did my thing
You know how I come, you know how I came
Hopped in the picture, now I need a frame
Bitch, I'm me, I don't gotta explain
I got cheese, I don't gotta complain
Look me up, I don't need a domain
In the trap and we got the propane
Wake me up, I'm not even awake
Cause I'm high and I've been high for days
Diamonds on me and them hoes need a tank
Still on the block so I gotta remain
I want money, give a fuck 'bout a ho
Benjamin Franklin, yeah, that's my bro
Speaking real shit, this shit not a quote
Backwoods, I ain't smoking on pote
I know you see me like a telescope
Number (N)ine in my wardrobe
Rocking V but it mean alone
Who is you? Boy, you unknown
[Chorus]
Calling the dope like, ""Pick up the phone""
Calling the money like, ""Pick up the phone""
Just called Louis, they picked up the phone
Just called Gucci, they picked up the phone
Calling the dope like, ""Pick up the phone""
Calling the money like, ""Pick up the phone""
Just called Louis, they picked up the phone
Just called Gucci, they picked up the phone
Calling the dope like, ""Pick up the phone""
Calling the money like, ""Pick up the phone""
Just called Louis, they picked up the phone
Just called Gucci, they picked up the phoneYou might also like2Embed"
Rick Ross,2022-08-26,Duwap Kaine,Kaine's Diary,13,"dark plugg, pluggnb, underground hip hop, vapor trap",75215,True,6emDuam9VuJE5RNmRfa7fu,['5fBcVfTWenqUDOYR5SjzEQ'],0.588,0.106,130.124,0.42,0.48,0.0,4,0.804,1,-10.262,0.402,1,"Rick Ross Lyrics[Intro]
(ISO)

[Verse]
It look like I'm pushin' weight, dog
The way I flex up every day, I'm pushin' weight, dog
Mm-mm, she ain't know that I could sing, I feel like Nate Dogg
You know it's too much love, how could I hate dog?
You know I'm real as fuck, I cannot fake with y'all (Know I'm real as fuck)
What's that up in my cup? I feel like Paul Wall (What's that up in my cup?)
Man, I was short as fuck and now I'm very tall
I just be ballin' on dog
Real-ass nigga, don't got no flaws
You might as well just press resume 'cause you can't pause
Got this water around my neck like I made Jaws
That nigga dressed for less like he made Ross (Baow, baow, baow)
Know my pockets fat like I'm Rick Ross
Baby wanna fuck with me because she know I'm the boss (She wanna fuck with me)
Boom, boom, boom, boom, boom, just let so many shots offYou might also likeEmbed"
Lately,2020-12-09,T Savage 3900,Lately,37,,131215,False,096nm89QIfujeCPtA040sA,['642jDT0dl8zkgs1l29Q5LZ'],0.195,0.108,139.018,0.41,0.483,0.0,4,0.754,10,-12.173,0.325,0,"[Intro] Aw, yeah, aw, uh Yeah, yeah, aw, yeah Yeah (Aw yeah) Ayy  [Chorus] Ayy, smokin' on this dope, gettin' lazy, uh, ayy Baby, I am lost, can you save me? I know you miss the kid, miss the baby Tell me, have you been thinkin' 'bout me lately? Ayy, smokin' on this dope, gettin' lazy, uh, ayy Baby, I am lost, can you save me? I know you miss the kid, miss the baby Tell me, have you been thinkin' 'bout me lately?  [Verse] I just want the commas, fuck the drama I'm gon' spray with the K, Savage 'Sama (Bow-bow) They don't wanna run up, don't want no problems Let them meet my .45, it'll solve 'em I stay with the action, pistol-packin' I ain't never lackin' when I'm on the block Gotta fuckin' dip 'cause the block too hot Niggas love to snitch, 12 up in the spot  [Chorus] Ayy, smokin' on this dope, gettin' lazy, uh, ayy Baby, I am lost, can you save me? I know you miss the kid, miss the baby Tell me, have you (Yeah), thinkin' 'bout me lately?  [Bridge] Tell me, have you been thinkin' 'bout me lately? (Yeah) Tell me, have you been thinkin' 'bout me lately? (Yeah, yeah) Tell me, have you been thinkin' 'bout me lately? Tell me, have you been thinkin' 'bout me lately? (Yeah, yeah)  [Chorus] Ayy, smokin' on this dope (Yeah, yeah) Baby, I am—thinkin' 'bout me lately (Uh) I know you miss the kid, miss the baby (Uh) Tell me, have you been— (Woo) Tell me, have you been— (Uh)  [Outro] Tell me, have you—thinkin' 'bout me lately Thinkin' 'bout me lately They don't wanna run up (Aw, yeah), problems (Aw) Aw, yeah, aw, uh Aw, yeah, aw"
Geeked Out My Body,2020-02-14,Duwap Kaine,Geeked Out My Body,24,"dark plugg, pluggnb, underground hip hop, vapor trap",106152,True,3onyaAZVBpQslzfN6HimuU,['5fBcVfTWenqUDOYR5SjzEQ'],0.364,0.109,145.057,0.0776,0.384,0.000323,4,0.827,2,-9.657,0.947,1,"GOMB (Geeked Out My Body) Lyrics[Chorus]
Geeked out my body, I be geeked out my body (Watch me geek)
I be geeked out my body, I be geeked out my—
I be geeked out my body, I be geeked out my body
I be geeked out my body, I be geeked out my—

[Verse 1]
Damn, don't fuck with Molly, I ain't Trinidad James
Ain't rockin' gold, I ain't Trinidad James
Young nigga can't be playin'
See how I'm alive, how could I complain?
Big Glock, yeah, it's bustin' her brains
In your mind, yeah, it's leavin' them stains
[Chorus]
Geeked out my body, I be geeked out my body (Watch me geek)
I be geeked out my body, I be geeked out my—
I be geeked out my body, I be geeked out my body
I be geeked out my body, I be geeked out my—

[Verse 2]
Told my nigga, ""Pass the blunt, you holdin' it too long""
Old niggas makin' songs too long
I'll get a million on a one-minute song
Hit a nigga with a glass bong
I'm smokin' dope, I don't smoke out the bongs
I don't really wanna get on your song
I'm sippin' lean, I don't play beer pong

[Chorus]
Geeked out my body, I be geeked out my body (Watch me geek)
I be geeked out my body, I be geeked out my—
I be geeked out my body, I be geeked out my body
I be geeked out my body, I be geeked out my—

[Verse 3]
I just poured up in a Fanta piña colada
She want a lot and I got a lotta
Fuck that bitch, I don't got a dollar
Don't ask me, you should ask your mama
Black Casper, Palm Angels
In this all-black, you hit it too
And my outfit say I don't fuck with you
You is not street, you a bitch with an attitude
You might also like[Chorus]
Geeked out my body, I be geeked out my body (Watch me geek)
I be geeked out my body, I be geeked out my—
I be geeked out my body, I be geeked out my body
I be geeked out my body, I be geeked out my—1Embed"
Nascar,2022-12-06,Duwap Kaine,Old Files,16,"dark plugg, pluggnb, underground hip hop, vapor trap",127384,True,1Osb6Mz2IIipOVpk9fBKk9,['5fBcVfTWenqUDOYR5SjzEQ'],0.398,0.126,137.901,0.403,0.0167,0.0,4,0.834,3,-10.315,0.448,1,"Nascar Lyrics[Intro]
Skrrt. Skrrt, Skrrt

[Verse]
I go fast like a nascar, pull up with a fast car
Pull off in a Jaguar, disappear like Casper
A1 trapper, my Uzi shoot faster
You know imma blast em, my gang be my backup
Niggas need to back up, need to get they racks up
You know I'm a mascot, diamonds like Alaska
Choppas with bananas, finesse I'm a master
Bricks in Indiana, I just got my cash up (boom)
High sellin' never last, feel like I'm in Neverland
I just made another stack, I just made another band
My pockets so heavy, I can't hold up my pants
Choppas and pistols and rugers are coming for friends
Pull up in a foreign, and the symbol is a fucking horse
Pull up to the scene, pull up in a motherfuckin' Porsche
Hoes on my dick, cause I think I'm Patrick Star
Niggas want a job cause they know I'm a star
Bullets catch his body, I know he ain't going far (boom)
Pull up to the cut and they know who we are
I need molly in my body, I be totin' on the shotty
In the crib with a thottie, cause she give me sloppy toppy
I do what I wanna I'ma smoke this marijuana
Y'all don't really want no drama but I'm still smoking this Ganja
I'ma pull up in a Hummer and my wrist look like the summer
Keys to my car, I don't need that
Hating on me bitch I don't need yo feedback
[Outro]
I don't need yo feedback
(I don't need yo feedback)
I'm rolling out three flex
(I'm rolling out three flex)You might also likeEmbed"
Anybody (feat. Nicki Minaj),2018-07-25,"Young Thug, Nicki Minaj",Anybody (feat. Nicki Minaj),30,"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap, dance pop, hip pop, pop, queens hip hop, rap",254946,False,1ENV3FCYOTxnviLKYVhFOd,"['50co4Is1HCEo8bhOyUWKpn', '0hCNtLu0JehylgoiP8L4Gh']",0.467,0.132,120.038,0.175,0.0407,2.8e-06,4,0.899,11,-8.608,0.475,0,"Anybody Lyrics[Intro: Nicki Minaj & Young Thug]
Oh, oh
Oh, oh
Somebody called for the queen?
Oh, oh
Ooh, ooh, ooh-ooh
Oh, oh
Thugger (rrrrr)
Mmm, ayy

[Chorus: Young Thug]
I never killed anybody (Body)
But I got somethin' to do with that body (Somethin', just shh)
I got the streets on my back (on my back)
Carry it like I'm movin' a body (huh)
I told them to shoot a hundred rounds (do-do)
Like he tryna movie the body (movie)
It was like 11 in the mornin'
Skippin' school, that's a truancy body
I made me some racks in the mornin'
I had me a pack by the mornin'
I had me some racks by the mornin'
I had a six-pack by the mornin'
I got on a mink, no pneumonia
The racks keep me up, don't need Folgers
I had a pack in my shoulder
You gotta picture me rollin'
[Verse 1: Young Thug]
You gotta picture me rollin'
Pacific ice, I'm an ocean (Ocean)
Ready for war like I'm Russia (Russia)
Latest Chanel for the luggage (Luggage)
My diamonds they tusslin' (They tusslin')
My neck and my belly on 'Tussin ('Tuss)
They callin' for me and they rushin' (rushin')
You wanna be like me and I love it (yeah)
Hundred racks on my draws (yeah)
Big racks, better calm down (yeah)
If you're gon' ride, come around (yeah)
Whole squad smokin' out the pound (yeah)
Squad goals on these hoes (yeah)
Maison Margiela my toes (yeah)
Farrakhan glasses for the chosen (yeah)
You can go and get mad (gon' get mad)
Jumpin' in the Bent' with the too-dark tint
And who's you? (Who's you?)
My shawty pullin' up with a real bad bitch
I wanna fuck you too (fuck you too)
Drippin' my swag, Dubai tags, I'm new
I got a Smith & in the bag now
I get all type of cash, I'm a general, tru (hey)

[Chorus: Young Thug]
I never killed anybody (body)
But I got somethin' to do with that body (somethin', just shh)
I got the streets on my back (on my back)
Carry it like I'm movin' a body (huh)
I told them to shoot a hundred rounds (do-do)
Like he tryna movie the body (movie)
It was like 11 in the mornin'
Skippin' school, that's a truancy body
I made me some racks in the mornin'
I had me a pack by the mornin'
I had me some racks by the mornin'
I had a six-pack by the mornin'
I got on a mink, no pneumonia
The racks keep me up, don't need Folgers
I had a pack in my shoulder
You gotta picture me rollin'
You might also like[Verse 2: Nicki Minaj]
You gotta picture me rollin', packin' a semi (wait) colon
Ready for war like Korea, headlining shows out in Poland
You should be cleanin' my mansion, my place is disgustin'
Why don't you act like a Hoffman, and go get to dustin'?
Yeah, latex on my drawers, bitch, go clean my crown
Can't hear my haters from way up here, they don't make a sound
Body goals on these hoes, white paint on my toes
When I send that new bae alert, niggas gon' be mad
Jumpin' in the Bent', then I switched to the Ghost like, ""Who's you?""
Remember this face 'cause I'm that bitch you gon' lose to
Drippin' in the ice, fuck you lookin' at? Screw you
It's squad goals when all your bitches pretty like New New

[Chorus: Young Thug]
I never killed anybody (body)
But I got somethin' to do with that body (somethin', just shh)
I got the streets on my back (on my back)
Carry it like I'm movin' a body (huh)
I told them to shoot a hundred rounds (do-do)
Like he tryna movie the body (movie)
It was like 11 in the mornin'
Skippin' school, that's a truancy body
I made me some racks in the mornin'
I had me a pack by the mornin'
I had me some racks by the mornin'
I had a six-pack by the mornin'
I got on a mink, no pneumonia
The racks keep me up, don't need Folgers
I had a pack in my shoulder
You gotta picture me rollin'
[Outro: Young Thug]
Jumpin' in the Bent' with the too-dark tint
And who's you? (Who's you?)
My shawty pullin' up with a real bad bitch
I wanna fuck you too (fuck you too)
Drippin' my swag, ooh, pop tag, I'm (Mmhhm)
I got a Smith & in the bag now
I get all type of cash, I'm a general, tru (hey)

[Demo Version Outro: Nicki Minaj]
Easy Breezy Beautiful Thugger Girls
I said, Easy Breezy Beautiful Thugger Girls24Embed"
Be Mine,2019-06-21,Pi’erre Bourne,The Life Of Pi'erre 4,46,"melodic rap, rap, trap, vapor trap",257981,True,0NwB7Ls95xRu0ksPJpWJ4j,['3x3jSlhyv5CiCZDZlaTq0M'],0.586,0.309,130.007,0.0489,0.0943,0.0,4,0.757,1,-7.201,0.672,1,"Be Mine Lyrics[Intro]
(Yo, Pi'erre, you wanna come out here?)
You want water or? What do you want?
Just water
Just water? Okay, alright, I’ll get it right now
Thank you
Okay
Damn, Pi'erre, where'd you find this?

[Chorus]
Ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it’s my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
Wait, ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it's my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
[Verse 1]
Yeah, I know I hurt you
Yeah, my weed is purple
Yeah, I’m goin’ in like curfew
Still in your shell like turtle
She forgot all about me, psych
You love me, right? I go deep, right?
Runnin' routes, wide receiver
Your bitch, I need her
Fuckin’ that bitch in my sneakers
She love my father's features
Swiper no swipe, no Visa
Dora the Explorer, the world, I seen it
Rich nigga, find my cleaners
Hollywood shit, nigga I don't need it
God got me, I guarantee it
Roll my blunt, I see no evil
Y'all niggas still be fightin’ y'all demons
Cold ass world, man, so anemic
Lame ass niggas still shop at Neimans
These pants I got on, ten G, yeah
Warren Lotas, that's cap, you see it
All these famous people wanna be us
(The number one rated mixtape of all time)

[Chorus]
Wait, ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it's my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
Wait, ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it's my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
You might also like[Verse 2]
Not used to buyin' the whole thing
Tag around the world like I paint
Know your type like font names
Fallin' back like time change
Secure the game, yeah, crime pays
Get dollar signs, I don't bang
Got a million in my bank
Family call me wantin' things
(Real Soss-holics)
She think I don't care no more
But look how much her mind changed
I just flew you out to me
Baby, these are my wings
Love my bitch, don't expect a thing
Me and you want a wedding cake
Uber Eats, I'm on my way
Open up like your safe

[Chorus]
Wait, ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it's my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
Wait, ayy, baby give me migraine
Baby, give me my space, pull up, yeah, to my place
Show me like it's my estate, she want me 'cause my name
Rubber on so I'm safe, livin' life is so strange
[Outro]
All alone at the VMA, shout-out Boomin', free the gang
All alone at the VMA, shout-out Boomin', free the gang
All alone at the VMA, shout-out Boomin', free the gang
All alone at the VMA, shout-out Boomin', free the gang
(Yo Pi'erre, you wanna come out here?)
Congratulations, you've won two free tickets to Soss Island! Bring you and a friend! The sossiest adventure you'll ever go on!2Embed"
Sunflower Seeds,2019-05-08,"Young Nudy, Pi’erre Bourne",Sli'merre,61,"hip hop, pluggnb, rap, trap, vapor trap, melodic rap, rap, trap, vapor trap",182320,True,4sylKPWeCdJnAvZdflt0y5,"['5yPzzu25VzEk8qrGTLIrE1', '3x3jSlhyv5CiCZDZlaTq0M']",0.486,0.0973,136.966,0.309,0.318,1.72e-05,4,0.927,10,-7.236,0.353,1,"Sunflower Seeds Lyrics[Intro]
Yeah
Yeah
Huh?
Yeah, yeah, yeah, yeah
Roll up, roll up, yeah
Roll up, huh?
Hold up, huh?
Okay

[Chorus]
I'ma get money forever
All my life, a bitch nigga, never could be one
Fuck nigga, man, I know y’all some hoes
Guess what, man? I'm fucking your ho (Fuckin' your hoes)
Thirty thousand for a show
Gettin’ money, bitch, that overload (Overload)
Bad hoes, man, I fuck on 'em (Fuck hoes)
Plenty money, man, I'm feelin' on (Feelin' on, yeah)
Uh, you know (You know)
I be fuckin' bad bitches (Bad)
I'm gettin' money, that bitch gettin’ with me (Yeah)
Hate a young nigga, yeah, you hate in your feelings, uh (Hate in your feelings, huh, what?)
Hold on, all of these niggas got hate in they blood
I’m getting money, yeah, bitch, I'm a blood
Everybody know I bang that blood
[Verse]
Yeah, and I’m posted on the block (Yeah)
One stop shop (Yeah)
Nigga, you can come and shop (You can come and shop)
Yeah, you can buy a block (You can buy a block)
Yeah, you can buy a bale (You can buy a bale)
Yeah, you don't know what you're doin' (You don’t know what you're doin')
Yeah, I'ma trick you out your meal (Trick you out your meal)
Yeah, blue hundreds (Okay)
Bitch, I count it real fast (Yeah)
Hundred thousand dollars, that ain't nothing (Uh-uh)
Count a milli' up, yeah, real fast (Count real fast)
Uh (Yeah, I swear)
Niggas better ask about me (Better ask about me)
Your bitch wanna fuck up out it (Your bitch wanna fuck, nigga ain't gon' do nothin' 'bout it)

[Chorus]
I'ma get money forever
All my life, a bitch nigga, never could be one
Fuck nigga, man, I know y'all some hoes
Guess what, man? I'm fucking your ho (Fuckin' your hoes)
Thirty thousand for a show
Gettin' money, bitch, that overload (Overload)
Bad hoes, man, I fuck on 'em (Fuck hoes)
Plenty money, man, I'm feelin' on (Feelin' on, yeah)
Uh, you know (You know)
I be fuckin' bad bitches (Bad)
I'm gettin' money, that bitch gettin' with me (Yeah)
Hate a young nigga, yeah, you hate in your feelings, uh (Hate in your feelings, huh, what?)
Hold on, all of these niggas got hate in they blood
I'm getting money, yeah, bitch, I'm a blood
Everybody know I bang that blood
You might also like[Interlude]
Yeah, yeah (Yeah)
I know (Yeah), I know (Yeah), I know (Yeah)
You know (Yeah), they know (Yeah), we know (Yeah)
You broke (Yeah), she know (Yeah)
You broke (Yeah), she don't (Yeah)
Wanna (Yeah), fuck with you (Uh-uh)
She just wanna fuck with Slime, ain't nothin' new (Ain't nothin' new)
Yeah, she just wanna come and slide with the brew (With the brew)
She with gang, gang, gang right now
Gettin' that thang, thang, thang right now
Okay

[Chorus]
I'ma get money forever
All my life, a bitch nigga, never could be one
Fuck nigga, man, I know y'all some hoes
Guess what, man? I'm fucking your ho (Fuckin' your hoes)
Thirty thousand for a show
Gettin' money, bitch, that overload (Overload)
Bad hoes, man, I fuck on 'em (Fuck hoes)
Plenty money, man, I'm feelin' on (Feelin' on, yeah)
Uh, you know (You know)
I be fuckin' bad bitches (Bad)
I'm gettin' money, that bitch gettin' with me (Yeah)
Hate a young nigga, yeah, you hate in your feelings, uh (Hate in your feelings, huh, what?)
Hold on, all of these niggas got hate in they blood
I'm getting money, yeah, bitch, I'm a blood
Everybody know I bang that blood4Embed"
So High,2014-08-05,Doja Cat,Purrr!,69,"dance pop, pop",199746,True,1yvSMyZn27M4wEslpSvB0D,['5cj0lLjcoR7YOSnhnX0Po5'],0.585,0.05,132.004,0.0457,0.12,1.91e-06,4,0.621,10,-5.632,0.668,0,"TranslationsEspañolSo High Lyrics[Produced by Evil Needle]

[Intro]
*lighter flick*

[Pre-Chorus]
Blow, weed, coke, pop X
Speedin' up the heartbeat bangin' in the chest
When you put it on me you relieve my stress
You got me so high, takin' deep, deep breaths
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
[Chorus]
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
You get me so high, you get me so high
You get me so high, you get me so high, high

[Verse]
You got me so turnt up, this dude got a bitch so high
Weed always on my mind, now he always on my mind
Doja, know you want some of this purr (*meowing*)
You ain't gotta say a word, just spark that, let's get burnt
Ah, then we'll roll up a hundred fuckin' blunts
All up in my mouth, now I'm all up in yo' *meowing*
This nigga got pounds of it all up in his trunk
Now we both look Asian, he wavin' and I'm drunk
I got dank shit in my cup, you know what I'ma do to you
I could get real used to you, blow, weed, X
And we sippin' on that juicy-juice, that's just what she choose to do
Oh, man, this shit these drugs will do to you

[Pre-Chorus]
Blow, weed, coke, pop X
Speedin' up the heartbeat bangin' in the chest
When you put it on me you relieve my stress
You got me so high, takin' deep, deep breaths
You might also like[Chorus]
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
You get me so high, you get me so high
I know you ain't a drug, but you get me so high
You get me so high, you get me so high
You get me so high, you get me so high, high

[Outro]
Six hits to the dome, gone off control
Six hits to the dome, gone off control
Six hits to the dome, gone off control
Gone off control, gone off control42Embed"
3AM IN LA,2022-01-26,Doe Boy,OH REALLY,59,"atl hip hop, atl trap, ohio hip hop, rap, southern hip hop, trap, underground hip hop, vapor trap",119424,True,1Xci4U8VkBRMmflVJrlFk9,['6aLoJJxz7MV2iZ423S8tJC'],0.494,0.103,145.09,0.37,0.0656,0.0,4,0.867,2,-4.724,0.151,1,"3AM IN LA Lyrics[Intro]
Gang, you think I'm playin'? (Grr, bah, bah, bah, bah)
You think I'm playin'? (Bah, bah, bah, bah)
You think I'm playin'? (On that old dog shit today, Doe Beezy)

[Chorus]
Walkin' through the hood on my block with my glizzy (Let's go, rah)
I shoot like O dog with that Glock, I get busy (Bah, bah, bah, roof, bah, bah, bah, roof, roof)
Posted on the set, full of hunnids, not a fifty (Let's go)
Catch me hangin' with the Bloods out in LA, who shot ricky? (Oh, really?)
I'm in Cleveland with my felons, bitch, we terrorize the city (Brrat, brrat)
Don't compare me to no rapper who ain't never shot his blicky (Bah, bah, bah, boom, bah, bah, bah, bah)
Nine full of blues (Blues), don't see not a twenty (Twenty)
Came in with them tools (Tools), broski got the semi (Bah, bah, bah, bah, bah, bah, playin')
[Verse]
Came in with like two sticks, picked the toolkit (Grr)
Get that nigga, ""Shh,"" whacked, on my to-do list (Pussy)
I was just eatin' jail brace, now I'm in Ruth Chris's (Facts)
And I might jack on that goon shit, he really do shit (Bah, bah, bah, bah, bah, bah, playin')
Keep one in the head (Head), ain't no need to cock it (Ain't no need to cock it)
You know damn well I ain't goin', boy, stop it (Boom)
Choppa like my baby (Yeah), lemme rock-a-bye it (Grrah, rah, grrah, rah, rah, rah)
Did a drill, now I feel bad, I gotta put it up for adoption (Bah, bah, bah, bah, bah, bah, think I'm playin'?)
Ask 'em, ""Who the hottest?"" Bet they say me (Doe Beezy)
Shot at them, they ate you back, dammit, they sweet (Bah, bah, bah, bah, bah, bah, mwah)
Pussy nigga scared of me, it's clear as HD (Facts)
Fuck the 'plause, but these VVSs made me say, ""Cheese""

[Chorus]
Walkin' through the hood on my block with my glizzy (Grrt)
I shoot like O dog with that Glock, I get busy (Bah, bah, bah, bah, bah, bah)
Posted on the set, full of hunnids, not a fifty (Gang, gang, gang, gang, gang, gang, gang)
Catch me hangin' with the Bloods out in LA, who shot Ricky? (Oh, really? Rah)
I'm in Cleveland with my felons, bitch, we terrorize the city (Brrt)
Don't compare me to no rapper who ain't never shot his blicky (No, boom)
Nine full of blues (Blues), don't see not a twenty (Don't see not a twenty)
Came in with them tools (Tools), broski got the semi (Grrah, rah)

[Outro]
You think I'm playin'?
You think I'm playin'?
Oh, really?You might also likeEmbed"
Guts Theme,2022-10-28,Rooster,Rooster Debut,34,"drain, underground hip hop",130392,False,0mJ4RAd8kgXZLmWNCf6RHY,['0LUNFShhDJByoEEnW8cxLR'],0.681,0.575,70.015,0.0527,0.61,0.0,4,0.62,1,-4.479,0.116,0,"When I wake up I need guts Then I live life so much And if I got you, you got me If I got you, you got me (fuck) Say I need help, got guts Let me be free, do you love me? And if I got you, you got me (Alright) If I got you, you got me  (Alright, one more time) When I wake up I need guts Then I live life, so much And if I got you, you got me And if I got you, you got me (you got me) Say I need help, got guts Let me be free, do you love me? And if I got you, you got me (alright, fuck) If I got you, you got me And if I got you, you got me And if I got you, you got me"
simulation,2022-11-08,Mingo,hallOAOween,3,dark plugg,151013,False,26zCNaWnRyWYPx05oQEXB7,['63wHG2JqV3k5sK19r3qTSh'],0.337,0.138,154.994,0.177,0.00554,0.0,4,0.8,8,-7.23,0.389,1,lyrics not found
guapsta (him),2022-11-08,Mingo,hallOAOween,4,dark plugg,118674,False,3Uc0GRQtSz7Y3x22OFHf3v,['63wHG2JqV3k5sK19r3qTSh'],0.483,0.352,77.498,0.178,0.126,0.0,4,0.774,11,-8.21,0.353,0,lyrics not found
It's Lifted,2022-03-14,Robb Bank$,It's Lifted,54,"dark trap, miami hip hop, underground hip hop, vapor trap",142023,True,5kxhllnJgRtGwrzFGvzqdu,['7KduBCxhfAMiQlhMOHL3IZ'],0.352,0.103,122.03,0.24,0.116,9.85e-06,4,0.832,10,-13.497,0.464,0,"[Intro: Trippie Redd] I think I might be happy Sippin' dirty Sippin' dirty Uh, uh, dirty Uh, uh Uh, uh, uh Yeah, uh  [Chorus: Trippie Redd] Two in the cup, ay, three in the cup Four in the cup, four in the cup, half a O in the blunt Roll out the pound and we smokin' jokes up Know that's yo' bitch, but I don't give a fuck She know you the opps, my dick in her gut You ready or not, my choppa gon' bust And I'm knowin' it's up, she say that it's up It's lifted, came from the trenches Life changed, I'm movin' different Fast cars, money and women (Money and women) Shawty fine as fuck, I put her in Chanel (In Chanel) I'm a well known flexer, name ringin' bells  [Verse: Robb Bank$] Yeah yeah, yeah, yeah, yeah The top of that coupe gotta peal Kurama, for real, I'm breakin' the seal Know I keep the Tommy like Pickles, no dill (Raaah) Four to five on the drank, on the cool, on the chill (Chill) My Lebanese bitch, she don't speak no English Say her name like a Pokémon, again and again (Yeah) All I know that when we fuck, she bring her friend and her friend (Yeah, yeah) And her twin, I went Sister Sister in the Benz (Yeah) Bitch, I go Sister Sister in they throat Bitch, they like Roger after, go home (Swear) I might go twin glizzies on these hoes (Swear) Snuck in every pistol at Club 54 I'll crash in a minute, don't fuck with my pivot Bae, just take both them balls and just dribble it, dribble Perc 15 killin' me, death to my enemies Look me in the eye when you suck it, feel the synergy Two hundred K on my chest, you can't max me I'm givin' up BBC to the Vashtie's (Yuh) She say she wan' fuck (Yuh) Psh, bitch, gladly (Yuh) Everytime I'm in it, she be callin' me daddy (Yuh, yuh, yuh) I'm like ""What you sayin'?"", yo' granddaddy Shaggy"" Better call a nigga Femto every time I stab it I got a Lucy Liu riding my dragon I don't run out of drank, let me open my cabinet  [Chorus: Trippie Redd] Two in the cup, ay, three in the cup Four in the cup, four in the cup, half a O in the blunt Roll out the pound and we smokin' jokes up Know that's yo' bitch, but I don't give a fuck She know you the opps, my dick in her gut You ready or not, my choppa gon' bust And I'm knowin' it's up, she say that it's up It's lifted, came from the trenches Life changed, I'm movin' different Fast cars, money and women (Money and women) Shawty fine as fuck, I put her in Chanel (In Chanel) I'm a well known flexer, name ringin' bells  [Outro: Slan & Charlotte] To become like us I yearned for someone to be close to for so long To unite the God Hand Just by placing his hand on my shoulder You have all been united as a sacred offer—"
