title,release_date,artists,album,popularity,genres,duration,explicit,track_id,artist_ids,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,loudness,valence,mode,lyrics
Kendo Thugs,2021-11-05,Yabujin,Early Works Bootleg,0,underground hip hop,119153,True,1mhYmf4jQF1ONSQ6iPTQgH,['3xMSStWH6Wz2KAJqkZwXLu'],0.567,0.18,73.667,0.327,0.971,0.321,4,0.768,1,-6.329,0.816,1,"TranslationsSvenskaKENDO THUGS Lyrics[Intro]
Bitches ain't shit (Hehehehe)
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches-bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches-bitches ain't shit
These bitchеs ain't shit, mane
Must be on another lеvel, it's whatever
[Verse]
Ain't no pistol in my pocket
Lemme tell you, where do I begin?
Creeping with the devil's what I do
And you will never win
I ain't need a gun against these fuckers
It would be a sin
Demons with they face protect me
All they need is just a grin
I ain't got no hoe as well
Pass the blunt, I might as well
Hell, ain't no bitch will get me higher than this spliff from hell
I will buy that shit for 10 to for 15 I sell
Ain't no problems in my life right now
But only time will tell
Got a message on my phone, it's my homies asking what I do
Get some money, break no bone
And I ain't never act a fool
Go outside, open the door
Meet those playas, what it do?
Sippin', sippin' 40 [?] like gone
And I ain't never blew

[Outro]
Bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches-bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whatever
Bitches-bitches ain't shit
These bitches ain't shit, mane
Must be on another level, it's whateverYou might also likeEmbed"
Tell Me,2021-10-31,Corbin,Ghost With Skin,45,"emo rap, underground hip hop",221061,False,7CNlUOUZbaxcyorkQle8o5,['3K40SMapVhc8PxyYFofHff'],0.396,0.0912,176.164,0.0596,0.17,5.43e-06,4,0.455,4,-11.459,0.0466,0,"Tell Me Lyrics[Chorus]
Oh, tell me then, tell you're going through it, don't bite my hand
Oh, tell me then, hard to cope when you've been snared by your past
Oh, tell me then, tell me how your heart ripped open like that
Oh, tell me then, don't lock the door, we belong together
Show me then

[Verse 1]
Know that you're broke, I can sign your cast
Did you know you can fight back?
Where do we go when it all goes black?
I can feel your heart through your chest, are you okay?
Just follow my breath, I can numb your pain, I can freeze it
I am your dealer, broken like Seether
Hoped that I was dreaming, yeah
Rolling like a demon
Roll your eyes back, now I can't see them
Don't want you to go, no, I'm not ready
Thought that we were going steady
I know that life's depressing
But it feels alright when you're next to me
[Chorus]
Oh, tell me then, tell you're going through it, don't bite my hand
Oh, tell me then, hard to cope when you've been snared by your past
Oh, tell me then, tell me how your heart ripped open like that
Oh, tell me then, what do you slice that for?
Told me you like the feeling

[Verse 2]
Tore it all away, peel it back and see right through
Know that it's time to pay
You can tell the reaper to wait, I'm with you
Baby, stick to me just like glue
What you wish for, I'll make it come true
Know that they say that you're wasting your youth
What we really got to lose?
My spine cracked, only wanna keep your mind intact
Gotta find a way, gotta find that path
I don't wanna stay, I wanna go back
Back when we had each other
Now we just cannon fodder
Always at the end of the bottle
Hold me while we sink to the bottom
Tell me, do you think we're a problem?
Tell me, do you wish for another?

[Chorus]
Oh, tell me then, tell you're going through it, don't bite my hand
Oh, tell me then, hard to cope when you've been snared by your past
Oh, tell me then, tell me how your heart ripped open like that
I don't wanna see you bled out in anguish
My life would be aimlessYou might also like5Embed"
Say It Again!,2019-03-05,Autumn!,Modern Day Michelangelo,32,"emoplugg, glitchcore, plugg, pluggnb, vapor trap",140878,True,017DLJwvmi0VXfmvUNxnCv,['5delTPpDAtBDsjk60f5xnt'],0.446,0.37,150.057,0.0886,0.355,0.0,4,0.463,11,-12.686,0.32,0,"Say It Again! Lyrics[Verse]
It's a lot of these niggas I'm better than
I don't fuck with niggas like I'm a confederate
Still sipping Phat, we sipping that medicine
G2 hit a nigga right in his skeleton
I'm working hard, yeah, just like a Mexican
Fucking this white ho to some Led Zeppelin
I'm smoking gas, I'm high as Mount Everest
Preach to these niggas just like I'm a reverend
You tryna take me down?
Better tell that lil' boy this ain't gon' do nothing
I'm the shit, I feel like a veteran
I can't name one nigga I ain't better than
I'm too top tier, I deserve a letterman
How you stealing flows but you still irrelevant?
I'm too divine, it ain't a comparison
I love the hate, it just make me arrogant
I can't trust nobody, people so deceptive
I'm killing niggas like a contraceptive
Give a fuck 'bout opinions or your perspective
I done been through some shit but I learned my lesson
'Cause you got a vest, you think you protected?
You was sneak dissing, it was ineffective
Choppa rip right through his intestines
Finessing shit like an interception
Never needed friends, I don’t seek acceptance
Finna cop a Benz, think I had a Lexus
If he want smoke, better come directive
[Chorus]
I'ma tell you like this and I won't say this shit again
I'ma tell you like this but I won't say this shit again
No, I won't say this shit again
No, I won't say this shit again
No, I won't say it again
I'ma tell you like this and I won't say this shit again
No, I won't say it again
No, I won't say it again
No, I won't say it again
No, I won't say it againYou might also likeEmbed"
Minute Maid,2019-07-29,Guapo Cobe,Minute Maid,5,pluggnb,150961,True,5o38Eiqck9TtKyeiv2xLV1,['2qbKPdGViBQiTBTQqjITEo'],0.621,0.184,140.028,0.0507,0.0102,0.0922,4,0.597,6,-7.834,0.0693,0,lyrics not found
Walked In,2020-04-04,KANKAN,Walked In,36,"pluggnb, vapor trap",75000,True,1WeUeeRx1ZBtimn90WFNYM,['7tFehEdzjjoeiwUExR89qs'],0.434,0.153,159.995,0.0677,0.0177,0.000465,4,0.748,0,-9.22,0.28,0,"Walked In Lyrics[Intro]
(I miss you, Angel)
(ZaySkillz)

[Verse]
Walked in with Margiela on, I'm a big stepper
Thousand dollar Louis bag, Moncler came with leather
Walk up out of BOA, I'm best friends with the teller
Chrome Hearts with Rick Owens, nigga, you can't do no better
BO claims just hit, nigga in love with the cheddar
Three racks just on kicks, nigga, I don't know no better
I just fucked that nigga bitch, yeah, he should do better
José, he just scored on a pint
Yeah my nigga finna pour a line
You just cuffed that bitch, boy, you insane
We shop in store, we don't stand in line
All this gas goin' to my brain
You ain't got racks, lil' nigga, stop lyin'You might also like1Embed"
Fukit,2021-08-05,Yeat,Trëndi,67,pluggnb,148693,True,2QJLqxLXlzMiApFS6eBY4G,['3qiHUAX7zY4Qnjx8TNUzVx'],0.535,0.202,77.498,0.18,0.0015,0.0,4,0.74,11,-8.834,0.215,1,"Fukit Lyrics[Chorus]
Fuck it (Yeah, yeah), uh
I said (Yeah), fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah)

[Post-Chorus]
I just pulled up on this bitch, uh, all my diamonds dance
I'm in fashion week, lil' bitch (Oh, woah), out in France
Already said my money twerkin', watch my money dance (Ooh)
Why I keep takin' X? (Why?)
[Verse 1]
Ecstasy, I know it's not the best for me (Yeah)
Her sex for me, I know it's not the best for me (Yeah)
I just went and put the fuckin' top down
You could say that I was down, but we up now
Just pulled up on they ass (Yeah), I just brought the gas (Ooh)
Heard that Jeep was Jeeper Creepers, heard it's two hundred on the dash
Bitch pulled up, I gave her the skeeters, call my Uber then I dash (Yeah)
And I like this not at all and I know that for a fact
Yeah, rockin' CDG but it's Homme Plus (Yeah)
Mix the Issey Miyake jeans with the Chrome Hearts, yeah
I ain't sad, just got a cold heart
Fuck it, that's that me against the world part

[Chorus]
Fuck it (Yeah, yeah), uh
I said (Yeah), fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah)

[Verse 2]
They said, ""How you got so rich, how'd you get your pockets mad fatter than my bitch?"" (Yeah)
Yeah, I got off my ass, got a bag, don't talk a lot
I just went and bought the new coupe, I don't brag, I boast a lot
Why you pickin' sides with the bitches, then sides with a snitch?
I can't stand the cap, you ain't did the shit you said you did
I had your bitch pull up and get silly, bent over
That pussy so good, got me beatin' over and over
Yeah, yeah, yeah, yeah, I got some racks on a yacht
Yeah, yeah, yeah, yeah, got some racks, got some thots
Got the Richard Mille baguette and it's wetter than a twat
I ain't try that one time, I ain't give it all I got
See Yeat LiveGet tickets as low as $55You might also like[Chorus]
Fuck it (Yeah, yeah), uh
I said (Yeah), fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah), uh
I said (Yeah), yeah, fuck it (Yeah)

[Post-Chorus]
I just pulled up on this bitch, uh, all my diamonds dance
I'm in fashion week, lil' bitch (Oh, woah), out in France
Already said my money twerkin', watch my money dance (Ooh)
Why I keep takin' X?3Embed"
At Least I Think It's Real,2020-05-29,LUCKI,Almost There,47,"plugg, rap",85933,True,0vSOQjO8CjuSqGuPfB3cw0,['5tQMB0cuNXdCtzovGt55uD'],0.526,0.0805,160.122,0.345,0.0681,0.0,4,0.843,3,-8.35,0.737,0,"At Least I Think It’s Real Lyrics[Intro]
Ooh, yo, yo (Nash Effect)
Oh, ayy, ayy, yo, uh, ayy

[Chorus]
Tatted on your face, at least I think that it's real
Make that shit back, kid, it's easy to me
Think she for the streets, but the streets been ghost
I throw that shit for fun, she think she teasing me

[Verse]
Wifi on the plane, she gon' call before she land
Super-duper car, red key in the Jeep
I'm a fast car appraiser, blue thirty popper
M boxes in Hollywood, live at the Roxy
No ho know my government, I'm Tune, I be with Scotty
Mash-off papi, I screech in the street
No more heart left 'cause I'm feedin' the beast
Real hellraiser, back when we just take shit
I'm forever blessed like Memphis Bleek, Jehovah's favorite
I cut niggas off 'cause I know banks don't cover favorites
Ayy, ayy, ooh
[Chorus]
Tatted on your face, at least I think that it's real
Tatted on your face, at least I think that it's, ooh
At least I think that's it real
Tatted on your face, at least I think that it's real
Make that shit back, kid, it's easy to me
Think she for the streets, but the streets been ghost
I throw that shit for fun, she think she teasing me

[Outro]
Ayy, ayy, ayy, ayy
I throw that shit for fun, she think she teasing me
Ayy, ayy, ooh, ayy, yeah (Nash Effect)
Tatted on your face so I know that it's realYou might also likeEmbed"
No Stimmy,2021-11-05,Fat Nick,Gorgeous Glizzy Gordo,0,"dark trap, emo rap, underground hip hop, vapor trap",99789,True,7jwGDd8NBH2VrwbpMy49Be,['5dfFr2qhmXQLvHZqg0dynx'],0.539,0.135,189.973,0.203,0.00038,0.0,4,0.711,1,-10.287,0.356,1,"No Stimmy Lyrics[Intro]
Ayo Lil Mexico, pass the gas

[Hook]
Hold up, these some big knots
I got pounds of the 'Za to make your lungs pop
Fifty and I'm goin', now watch yo bank drop
Money comin', money goin' baby, nonstop
Hold up, these some big knots
I got pounds of the 'Za to make your lungs pop
Fifty and I'm goin', now watch yo bank drop
Money comin', money goin' baby, nonstop
[Verse]
We shootin' .223s, my momma need them Bentley keys
In the trap with the Vlone tee, boy I'm cuttin' lean
Road runnin' demon, Lightning McQueen
I got Tech and the Wock, you can keep the green
My choppa stutter, sound like a money counter
Hold on, let me smoke the gas and then forget about her
I'm a Rolls Royce, your mans a Toyotathon
We don't gotta be together just to get 'em gone
I got big bank, I got bigger guns
And I'ma really take yo bitch 'cause you ain't got no funds
I'm a big bank, shorty this a big body
Bullets stay inside yo body like some antibodies

[Hook]
Hold up, these some big knots
I got pounds of the 'Za to make your lungs pop
Fifty and I'm goin', now watch yo bank drop
Money comin', money goin' baby, nonstop
Hold up, these some big knots
I got pounds of the 'Za to make your lungs pop
Fifty and I'm goin', now watch yo bank drop
Money comin', money goin' baby, nonstop

[Outro]
Aye baby it's me, Mr. Gorgeous Glizzy Gordo
Mr Rolls Royce, never no Toyotathon
You wanna beef with me that's a minimum 100k and up
And the mid packs you pushin' ain't cuttin' it, baby
Mr. No Stimmy, Mr. Young Rich and Handsome himself
Mr. Him himself, babyYou might also likeEmbed"
Story of an Artist,2006-04-18,Daniel Johnston,Welcome to My World,40,"alternative rock, anti-folk, indie rock, lo-fi, melancholia, outsider",311546,False,41mErQhqRBmHD41YhChsUB,['1jeYbk5eqo6wgsQPjLeU5w'],0.313,0.323,108.08,0.0415,0.986,0.264,4,0.415,2,-11.147,0.687,0,"Story of an Artist Lyrics[Intro]
I don't know
[?]
It's like when you go to read your own poetry, you get all choked up

[Chorus]
Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others aren't so bold
[Verse 1]
Everyone, and friends and family
Saying, “Hey! Get a job!”
“Why do you only do that only?
Why are you so odd?
We don't really like what you do
We don't think anyone ever will
It's a problem that you have
And this problem's made you ill.”

[Chorus]
Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others aren't so bold

[Verse 2]
The artist walks alone
Someone says behind his back
“He's got his gall to call himself that!
He doesn't even know where he's at!”
The artist walks among the flowers
Appreciating the sun
He does this all his waking hours
But is it really so wrong?
They sit in front of their TVs
Saying, “Hey! This is fun!”
And they laugh at the artist
Saying, “He doesn't know how to have fun.”
The best things in life are truly free
Singing birds and laughing bees
“You've got me wrong”, says he
“The sun don't shine in your TV”
You might also like[Chorus]
Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others aren't so bold

[Verse 1]
Everyone, and friends and family
Saying, “Hey! Get a job!”
“Why do you only do that only?
Why are you so odd?
We don't really like what you do
We don't think anyone ever will
It's a problem that you have
And this problem's made you ill.”

[Chorus]
Listen up and I'll tell a story
About an artist growing old
Some would try for fame and glory
Others just like to watch the world5Embed"
Wassup,2011-10-31,A$AP Rocky,LIVE.LOVE.A$AP,58,"east coast hip hop, hip hop, rap, trap",158133,True,1bjTEsJdDdbuA5JsdRRxhP,['13ubrt8QOOCPljQ2FL1Kca'],0.381,0.126,143.917,0.0568,0.0915,0.00721,4,0.658,1,-9.515,0.0965,1,"Wassup Lyrics[Intro]
Clams Casino, A$AP (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup, hey)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup, hey)

[Verse 1]
Back once again, sipping Henn', mixed with juice and gin
Bitches in, couple lady friends countin' Benjamins
Spinners spin on them twenty twins, that Mercedes Benz
Dividends made a change of plans, well that all depends
Shout-out my parolees and I smoke that OG
Kush motherfuck' the police, all my niggas rock gold teeth
So hood and we so street, sippin' on that codeine
We hustle hard, no sleep, your bitch loose, that's no leash
I ain't talking 'bout no money, I ain't talking 'bout no cars
Talking 'bout no diamonds 'cause that shit is a façade
Times is really hard, I fucked a couple broads
Smoked some purple out the jars, let me tell you who we are
[Pre-Chorus]
I be that pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second
Pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second

[Chorus]
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood (Uh), the gangstas saying, ""Wassup"" (Wassup)
Uh

[Verse 2]
Pretty nigga in some shit you never hear of
Only thing bigger than my ego is my mirror (Uh)
Clothes getting weirder
Money get longer, pretty nigga pin your hair up (Uh)
The nerve of this dude
But I'm cool as a vent, 40 ounce full of brew

[Pre-Chorus]
I be that pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second
Pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second
I be that pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second
Pretty motherfucker, Harlem's what I'm reppin'
Tell 'em quit the bitchin', we gon' make it in a second
[Chorus]
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)
See me in the hood, the gangstas saying, ""Wassup"" (Wassup)You might also like79Embed"
Peso,2011-10-31,A$AP Rocky,LIVE.LOVE.A$AP,64,"east coast hip hop, hip hop, rap, trap",169560,True,3tTpvK7QgjjQCKGnHt5xn3,['13ubrt8QOOCPljQ2FL1Kca'],0.831,0.0768,139.63,0.36,0.193,0.0,4,0.415,10,-6.837,0.583,0,"TranslationsTürkçePortuguêsPeso Lyrics[Produced by A$AP Ty Beats]

[Verse 1]
I be that pretty mothafucka, Harlem's what I'm reppin'
Tell my niggas quit the bitchin', we gon' make it in a second
Never disrespected plus I'm well connected
With this coke that I imported, just important as your President
Swagger so impressive and I don't need a necklace
But these bitches get impressed when you pull up in that 7
Them 6's, them Benzes, I gets get the freshest
Raf Simons, Rick Owens usually what I'm dressed in
Blowing blunts rolling doobies up, smoking sections
Groupies rush hold they boobies up, in my direction
Quit with all the fronting, you ain't 'round my clique for nothing
'Cause our presence is a present, just to kick it is a blessing
[Chorus]
This is the way it goes, this is the way we roll
'Cause every day we on our pesos (Pesos)
This is the way it goes, this is the way we roll
'Cause every day we on our pesos (Pesos)
(Gun cock, gunshot, gun a likkle bwoy)
(Gun cock, gunshot, gun a likkle bwoy)
(Gun cock, gunshot, gun a likkle bwoy)
'Cause every day we on our pesos

[Verse 2]
Yo, yo, yo, your bitch just said I'm hot, man, I told her I agree
She gon' really think I'm hot if I told her my degrees
Pull up in that hard-top, showing off my keys
Graduate school of hard-knocks, I can show you my degrees
Couple A, B, C's, bad bitch, double D's
Popping E, I don't give a F, told you I'm a G
A.S.A.P., Stevie got it on his sleeve
But I got it on my chest, my nigga, this is what I breathe
Inhale, exhale, cocaine, X pills
Import, export, Harlem catching rec still
So mami, show me how that neck feel (Feel)
Later show me how the rest feel, for now just chill

[Chorus]
This is the way it goes, this is the way we roll
'Cause every day we on our pesos
This is the way it goes, this is the way we roll
'Cause every day we on our pesos
(Gun cock, gunshot, gun a likkle bwoy)
(Gun cock, gunshot, gun a likkle bwoy)
(Gun cock, gunshot, gun a likkle bwoy)
'Cause every day we on our pesos
'Cause every day we on our pesos
'Cause every day we on our pesosYou might also like186Embed"
Blue Eyes,2019-11-27,Ecco2k,E,0,"drain, glitchcore, hyperpop, underground hip hop",93191,False,2Ej7y2sPSunNGZoj3HZW2C,['6hG0VsXXlD10l60TqiIHIX'],0.436,0.112,84.388,0.0339,0.0305,0.0208,4,0.343,1,-4.84,0.167,1,"TranslationsEspañolРусскийPortuguêsBlue Eyes Lyrics[Intro]
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
Blue skies
[Verse]
All of my friends have (Blue eyes)
All of my friends got blue eyes
All of my friends got blue eyes
All of my friends got blue eyes
All of my friends got blue eyes
All of my friends got blue eyes
All of my friends got blue eyes
All of the rest, all the rest
No one left, no one left
All the rest are gone, they left
All the rest, no one left
All the rest is gone, they left
Everybody else is gone, they left
Everybody else is gone, they left
Everybody else, no one
(True friend)You might also like6Embed"
JD,2015-05-26,A$AP Rocky,AT.LONG.LAST.A$AP,51,"east coast hip hop, hip hop, rap, trap",105826,True,6wwPtKxaMEbQYc6atQmhTE,['13ubrt8QOOCPljQ2FL1Kca'],0.501,0.97,104.356,0.371,0.123,0.000106,4,0.556,1,-11.429,0.382,1,"TranslationsEspañolJD Lyrics[Produced by Plu2o Nash]
[Intro: A$AP Rocky]
- Yo, what's your name, young blood? What they call you?
- Well I got, I got, James, Jimmy or Byron Dean
- Yeah, I've been feeling that really JD swag lately man

[Verse: A$AP Rocky & (A$AP Ferg)]
Lord Pretty Flacko Jodye stepped up in this piece
Bust my Glock to ensure that all you niggas rest in peace (Alright!)
Uh, Schwarzenegger I, straight slaughter niggas
I'm offin' niggas, screaming off with niggas' heads
They all surrender, better call for niggas
Come at all you niggas heads, talk 'em off a ledge
I'm arguing with 'em, I'm done talking with 'em
I order coffins for 'em, call the coroner for 'em
Get a comforter for 'em, I did all you niggas' beds
I want all you niggas dead (Yeah!)
You want oil nigga money, royalness, and bread
Royalties instead of rollies for your boys, but loyalty is dead (Grrr! Yeah!)
[Bridge: A$AP Rocky]
Now I'm only up again
Kick... kick a man while he's down
Looks dead; can’t be safe to say it
Everybody's getting punished
Looking down to sell with you, how have you been?
Probably an undercover, had them undercovers with you
People buying and selling for you
I'll only sell with you if you're blind to sell

[Outro: A$AP Rocky & (A$AP Ferg)]
Lord Pretty Flacko Jodye stepped up in this piece (Booyah!)
Bust my Glock to ensure that all you niggas rest in peace (Bop, bop, bop, alright)
Rep my block, quick to draw on all you niggas if there's beef (That's right, booyah!)
Blow your spot, better pray to Lord this shit don't hit the streets
Jimmy Dean
(Alright!)You might also like52Embed"
Long Live A$AP,2013,A$AP Rocky,LONG.LIVE.A$AP (Deluxe Version),60,"east coast hip hop, hip hop, rap, trap",289586,True,60Mq4EumvcSXznNugo9Op3,['13ubrt8QOOCPljQ2FL1Kca'],0.824,0.113,130.118,0.345,0.584,1.14e-06,4,0.726,7,-5.011,0.382,0,"TranslationsРусскийEspañolPortuguêsEnglishLong Live A$AP Lyrics[Verse 1]
I thought I'd probably die in prison, expensive taste in women
Ain't had no pot to piss in, now my kitchen full of dishes
Nose bloody from that sniffin', your heroin addiction
Trigger finger itching, fuck parental supervision
This be that murder business, little Timmy got that semi
I ain't kidding, hide your kittens, hit your childrens with that Smith and
A bunch of ignant little niglets, hardheaded, never listen
Purp-purple sippin', finger twistin', teeth glisten like it's Memphis
A bunch of hypocritic Christians (Uh)
The land of no religion (Uh)
My Santa Claus was missing, catch you slippin' then it's Christmas
Motherfuck a wishlist, my ghetto was ambition
For my Benjis and my Bentley
And them bitches now I gets-gets
On the road to riches, a diamond ring, designer jeans
Choking on that biscuit 'til I'm no longer existing
I wonder if they miss me, as long as I make history
Now my soul is feeling empty, tell the reaper come and get me
[Chorus]
Who said you can't live forever lied
Of course, I'm living forever
I'll forever, I'll live long
You can't ever deny my force
I'm living forever
I'll forever, I'll live

[Verse 2]
Riding through your city like that motherfucker mine
Or toting on that semi, rob a motherfucker blind
License plate says wipe me down, car from 1989
But a nigga sits so pretty call that motherfucker fine
Lost your motherfucking mind, what's on your mind?
Niggas talking down
Never talk to cops
Make him talk to God when I tote that 9, he ain't talking now
Tell 'em watch your spine, I mean watch your back
Better guide your track, better not look back
Now stay in line, don't step on cracks
So you break her back, I'm talking 'bout your mom (Uh)
'Cause there's killers in my town (Uh)
Making hits, sniffing lines (Yeah)
Out committing crimes (Yeah)
Wait for shit to simmer down (Uh)
Corrupted little minds (Yeah)
8 and 9, finna shine (Yeah)
On the grind
Do you dirty with that shimmy shimmy ya (Uh)
Where they shoot without a purpose
Services 'n hearses
Kids who ain't deserve it
Can't survive a thing, you're worthless
Strangers make me nervous
Who's that peekin' in my window with a pistol to my curtains?
You might also like[Chorus]
Who said you can't live forever lied
Of course, I'm living forever
I'll forever, I'll live long
You can't ever deny my force
I'm living forever
I'll forever, I'll live

[Bridge]
Pretty nigga rich, Flacko be the shit
And that bitch know we poppin' so she poppin' on this dick
Nigga, RIP to Pimp, can't forget Little Flip
And I take it out to Memphis so shout out to Triple Six

[Chorus: A$AP Rocky & KUČKA]
Who said you can't live forever lied
Of course, I'm living forever
I'll forever, I'll live long
You can't ever deny my force
I'm living forever
I'll forever, I'll live206Embed"
YAE ENERGY,2021-11-13,Lil Yachty,YAE ENERGY,57,"atl hip hop, melodic rap, rap, trap",102116,True,6og219WwSl2pU7oXyXfRMe,['6icQOAFXDZKsumw3YXyusw'],0.617,0.263,136.01,0.303,0.0378,0.0,4,0.877,11,-6.2,0.484,0,"YAE ENERGY Lyrics[Intro]
Mm, mm, mm, mm, mm, mm
Mm, mm, mm, mm, mm, mm, mm (Whew)
Yeah, look
(Buddah blessed this beat)

[Verse]
Psychin' out, mm, bro pull a pistol on anyone
Hopped out the car with a big SK
Grip it under my arm like a minigun
Nigga think he can take any of my hoes
Sit back and watch him receive a Cinnabon
Run out and hop in some foreigns
Some hoes and my momma, the ratio ten to one
All of my exes look at me like, God, I turned a façade
Buy her a car but it's still in my name
If that bitch tryna leave, take it back like Rashad
Six-hundred thousand, I stuffed in the park
Ten different bitches, we made 'em hoes mosh
Maison Margiela soap when I wash
Give me that mouth, your body is botched
Two different girls, I had bought for the fuck of it
Makin' so much guap, I don't know what to do with this shit
But I promise I'm lovin' it
Bitch is a burden, my momma, I'm dubbin' it
Double dishin' on the rims, I'm thuggin' it
Ballin' but my ex tryna X somethin' out
Niggas want smoke, tryna see what I'm 'bout
I want that bitch tryna live in her mouth, ha-ha
Niggas is not rich, on my momma, niggas cold, bitch
Niggas'll fold quick, look in his eyes, he sure a snitch
Uppin' that fire on his ass, bet he change pitch
Left my hot-head brother home, he too dangerous
Oh, shit, rocky road, he not tough, he told
One-fifty my shows
Pull up with three model bitches, Coca Cola nose
Kamikaze middle of the party, my nose feel extra snotty
Might deposit Mona Lisa profit, can't fit in no one's wallet
Hoes watchin', fuck her on the balcony where MLK died
My wrist tied up, watch worth a life
Trade it for a soul, red beam on top with the pole
Accuracy on Norris Cole, hmmYou might also like2Embed"
Story Time,2021-09-10,Fivio Foreign,Story Time,50,"brooklyn drill, new york drill, pop rap, rap, trap",162000,True,10HF71PuUpSj45eENr2hxx,['14CHVeJGrR5xgUGQFV5BVM'],0.805,0.326,139.954,0.333,0.0961,0.0,4,0.746,4,-6.048,0.683,0,"TranslationsРусскийStory Time Lyrics[Intro]
Huh

[Verse]
Let me tell a little sad story about this young boy, grew up, no pops in the crib
That nigga momma workin' so she couldn't really show him no love when he was a kid (AyoAA)
He didn't even mean to do that incident
He was only eighteen when he  caught that bid
He in and out of jail, he ain't know how to move
He ain't know how to fight, he ain't know how to lose
He walked in the spot (Spot)
They told him, ""Strip, cough, squat"" (Uh)
The C.O. just told him that this is procedure but he knew in his mind that he was doin' a lot
He had to figure it out and then learn all the rules and then follow them, like it or not
He caught a new charge 'cause he had a little weed
Tryna sneak this shit in, it was right in his sock
Yeah, they had him in intake for like a week
They hate his guts, they think he killed police
They made it super cold with the AC
They ain't give him no blanket, they ain't give him no sheets
They put him in a cell with a dirty ass sink
He couldn't think, he couldn't sleep
They gave him no soap to wash his ass
They ain't give him no toothpaste to brush his teeth (Look)
He ain't know why they keep botherin' him, he was kinda scared, ain't wanna argue with him
Pacin' back and forth, they keep on followin' him
Couldn't take it no more, and he finally hit him (Yeah, look)
The C.O. done hit the button and they come and they helpin' him and run in and crack his ass
He just took a beatin' and unleashed the demon
He lookin' to grillin' and actin' bad
He ain't never been locked up before but he made up his mind
He like, ""Fuck it, if this how it start""
They couldn't count him out 'cause anybody who know lil' homie, know lil' homie got heart
He gon' adapt to his habitat, even if his habitat get dark (Uh)
He was a lil' fish when he jumped in the water
And then he grew into a shark (Then he grew into a shark)
Two years later (Uh), nine fights in, he found his religion
He started workin' out, takin' food, soups and respect 'cause this shit wasn't given
He wanted more for his life, he was sittin' in jail every night and his life wasn't hittin' (Life wasn't hittin')
And his life wasn't hittin' (His life wasn't hittin')
And his life wasn't, look (Nah)
Two years, he fought the case and he ain't worry 'bout it
In his mind he knew he ain't losin'
He got a paid lawyer, that's a good lawyer
And that lawyer do know what he doin'
They wanna take it to trial, so he take it to trial
But that little nigga goin' through it (Huh)
He was just holdin' it down for his mans 'cause he wasn't the one that was doin' the shootin' (Bow)
He didn't cop out to this damn lie, call home and found out his man died
He looked up to the sky like, ""Damn, why?""
'Cause he's locked in the cell and he can't slide
All hell break lose when that man cry, you can see the demon in his damn eyes
That nigga a vampire, hah (Bow)
If he want you dead, then it's verified (Bow)
And he went back in his cell and he thought to himself like, ""Damn, I feel a lil' stupid""
He got a big gun in the crib but he's stuck in the jam and he can't even use it
He want a re-trial and take back everything that he said 'cause he know he ain't do it
Lil' homie a real nigga, he done made a decision already and he stickin' to it
Uh, yeah, he stickin' to it, uh
[Outro]
Yeah, huh
Yeah, uh
Fivi, back, lookYou might also like8Embed"
